	healthy
MME	2.2486583382215617
PLCH1	0.809530199090819
C3orf33	1.6405926592656572
SLC33A1	1.7723590513507212
GMPS	1.961978530300263
KCNAB1	1.7694362574822933
SSR3	2.4402770208298894
TIPARP	2.158929580478253
LEKR1	0.49591683479562854
CCNL1	2.6160808492016026
VEPH1	1.0451490612404764
PTX3	2.59589439566517
SHOX2	1.8444313541022739
RSRC1	1.8609837085089795
MLF1	1.6859616480150883
GFM1	2.1905643310202483
LXN	2.266205552168039
RARRES1	2.555286952853556
MFSD1	2.3494488764359422
IQCJ-SCHIP1	1.3997582557565442
IQCJ	0.07656915500803384
SCHIP1	0.6271241182727321
IL12A	0.9561579364030696
IFT80	1.5056932047545566
SMC4	1.8370392447315826
TRIM59	0.17327518279184068
KPNA4	2.1160481439090915
ARL14	0.06908845271628022
PPM1L	1.6138808320395193
B3GALNT1	1.7581928960717936
NMD3	2.193420368387244
SPTSSB	1.0323146900945743
OTOL1	0.006551287279911538
SI	0.03141269834927839
SLITRK3	0.27145778841230395
BCHE	1.4068963348735055
ZBBX	0.07222029568259862
SERPINI2	0.24589530819865993
WDR49	0.18538480590815562
PDCD10	2.1860452123489567
SERPINI1	1.8502605083198846
GOLIM4	2.165529380334848
MECOM	1.9289385106728494
ACTRT3	1.2436119190701658
MYNN	1.884418481649396
LRRC34	1.3831805878130086
LRRIQ4	0.10939541348988108
LRRC31	0.23829609203450666
SAMD7	0.009321852250097771
SEC62	2.345659840025712
GPR160	1.6963933159791642
PHC3	1.9359934850697227
PRKCI	2.008453355420311
SKIL	1.9496241362737956
CLDN11	2.052539703122611
SLC7A14	0.10331438067338222
RPL22L1	2.189745430941905
EIF5A2	1.4672985384672632
SLC2A2	0.08044270351404045
TNIK	1.4214491819128803
PLD1	1.774325690507123
TMEM212	0.013466046193975262
FNDC3B	2.221398976878069
GHSR	0.009125425625698428
TNFSF10	2.558130209118096
NCEH1	1.598565294747523
ECT2	1.5948818574998829
SPATA16	0.07614307450139515
NLGN1	0.7699482355796635
NAALADL2	1.2893962020654353
TBL1XR1	2.2416249546820737
KCNMB2	0.3302746246462587
ZMAT3	1.7069414355224546
PIK3CA	2.0293389383423186
KCNMB3	1.5378229912166061
ZNF639	2.0937325788463856
MFN1	2.124607081326974
GNB4	1.8354312029874797
ACTL6A	2.2308704425494104
MRPL47	2.3605400733702764
NDUFB5	2.1573289240965097
USP13	1.895343059778959
PEX5L	0.34295120340112517
TTC14	1.9807763511581016
CCDC39	1.4881883629867962
FXR1	2.129688139079859
DNAJC19	2.2631338652389457
SOX2	0.5517458320718689
ATP11B	2.0288359478371816
DCUN1D1	1.7715020643808281
MCCC1	2.1757317879815057
LAMP3	0.5977505636395086
MCF2L2	0.36088708188906266
B3GNT5	0.6524642314100386
KLHL6	1.1586557200969962
KLHL24	2.1113064267146613
YEATS2	2.008271063128338
MAP6D1	1.2300957429116701
PARL	2.4357192850438283
ABCC5	1.959327035969621
HTR3D	0.006381610426080648
HTR3C	0.12942998311963216
HTR3E	0.01105479852745798
EIF2B5	2.3361957929891095
DVL3	2.4428525896721487
AP2M1	2.7091801291892033
ABCF3	2.3556731575838206
VWA5B2	0.3241681352092577
ALG3	2.2538203510529833
ECE2	0.8146226730435897
CAMK2N2	0.1894264185205987
PSMD2	2.5026883853919926
EIF4G1	2.604278227136147
FAM131A	1.7537617223928155
CLCN2	1.605274552572662
POLR2H	2.3670089040211244
THPO	1.2494743084645592
CHRD	2.2144194374968427
EPHB3	2.0967282038712463
MAGEF1	2.2976685837270914
VPS8	1.8826794013033572
C3orf70	1.3434710184067464
EHHADH	1.6276664969162635
MAP3K13	1.7629575697526931
TMEM41A	2.008692293217486
LIPH	1.3513633745740024
SENP2	2.0650500239223533
IGF2BP2	1.794204879626794
TRA2B	2.4882920087383718
ETV5	1.9249518150871987
DGKG	1.2148999655757577
CRYGS	1.7264298647212675
TBCCD1	1.922115516359385
DNAJB11	2.380208770347923
AHSG	0.4836637169872645
FETUB	0.12806052729631381
HRG	0.38609952728281594
KNG1	0.26583645563911235
EIF4A2	2.782873365477203
RFC4	1.8710213440523762
ADIPOQ	2.8912380456011935
ST6GAL1	2.1276216024265238
RPL39L	1.9073826920408117
RTP1	0.03930570755163206
MASP1	1.1052211735479498
RTP4	1.586015192438419
SST	0.800527876196778
RTP2	0.018055778196431765
BCL6	2.740793077316288
LPP	2.1819692803633943
TPRG1	1.4840419144067705
TP63	1.873981601302476
CLDN1	1.9290158078901498
CLDN16	0.2569196000336005
TMEM207	0.004834968198958962
IL1RAP	1.4109101767578924
GMNC	0.059238769543336935
OSTN	0.2821880190291386
UTS2B	0.43141313366065714
CCDC50	2.358591925307699
PYDC2	0.010498231997246348
FGF12	0.9225236850447147
MB21D2	1.6301597334430789
HRASLS	1.023910849863077
ATP13A5	1.2285605587266435
ATP13A4	1.113753104556164
OPA1	2.1015366481551374
HES1	2.6884025405896605
CPN2	0.23285099805050732
LRRC15	0.9977676561148519
GP5	0.14083582501211395
ATP13A3	2.2216844675969374
TMEM44	1.9320627140726268
LSG1	2.2058103593527854
FAM43A	2.2133960547166645
XXYLT1	1.6164143887497624
ACAP2	2.061360752747329
PPP1R2	2.2641536132698583
APOD	3.1652310787727087
MUC20	1.040696547166701
MUC4	0.9219002786525616
TNK2	2.30792314219238
TFRC	2.1727654368141973
ZDHHC19	0.48356539530938275
SLC51A	1.146888782641706
PCYT1A	1.9359830431444676
TCTEX1D2	1.4306182608631934
TM4SF19	0.5276258400800303
UBXN7	1.930023503924488
RNF168	1.9957716347135999
SMCO1	0.16564290685769645
WDR53	1.8233848639782457
FBXO45	1.5957675357214665
NRROS	1.8735461755004248
CEP19	1.19504352213126
PIGX	1.815979047025043
PAK2	2.303357110355226
SENP5	1.9859720626267157
NCBP2	2.337392352661545
NCBP2-AS2	2.2106959517398077
PIGZ	1.893606440812134
DLG1	2.022557671973887
BDH1	1.7424455859213703
FYTTD1	2.114780745155917
LRCH3	1.882654920223915
IQCG	1.6025967376120687
RPL35A	2.9439210750357017
LMLN	1.5981329541891893
ZNF595	1.7754184698430342
ZNF718	1.4147423992190464
ZNF732	0.5648362943500361
ZNF141	1.5801152192850096
ZNF721	1.943174301063982
PIGG	2.0364523247584643
PDE6B	1.144292095730607
MYL5	2.0750299257783733
PCGF3	2.382871355505649
CPLX1	2.235086070638208
GAK	2.3603124593468556
TMEM175	2.322288085084134
DGKQ	1.9740181050037067
SLC26A1	1.5957322478719989
IDUA	2.216277500876702
FGFRL1	2.27385649277259
RNF212	1.3717707777066428
SPON2	2.3531252096704223
CTBP1	2.286844959927728
MAEA	2.268589216520019
UVSSA	1.9212014171000684
NKX1-1	0.0007237197495555219
FAM53A	1.0890837108352616
SLBP	2.328834976802739
TMEM129	2.3017540349025336
TACC3	1.6591410352417875
FGFR3	1.642877954452237
LETM1	2.132747202742369
NELFA	2.1086434268055467
C4orf48	1.8271518099103707
NAT8L	2.2426315186668937
POLN	1.2867745036994669
HAUS3	2.106518290252806
MXD4	2.4604201430533386
ZFYVE28	1.5890796257418238
RNF4	2.186966248618415
FAM193A	2.1385882724074756
TNIP2	2.3535040080098053
SH3BP2	2.1558347981206483
ADD1	2.6361801179244035
MFSD10	2.503524429314183
NOP14	2.2627167944048705
GRK4	1.3249488873288437
HTT	2.047955663685261
MSANTD1	0.4252829201477347
RGS12	1.945573529277734
HGFAC	0.7528972057531019
DOK7	0.7140739978110614
LRPAP1	2.551663447029117
ADRA2C	1.9714682044366585
OTOP1	0.022826713963707935
TMEM128	2.1821148476274885
LYAR	2.0434737249148744
ZBTB49	1.7071361716288678
NSG1	0.8744699694332344
STX18	2.1027061170823638
MSX1	2.09609609487393
CYTL1	1.8952796861607324
STK32B	1.5535900177044655
EVC2	1.6963587320294087
EVC	1.835286577887271
CRMP1	1.6780511384053376
C4orf50	0.020162464036002477
JAKMIP1	0.3307413238141442
WFS1	2.4711912665361218
PPP2R2C	0.5066263853027797
MAN2B2	2.1198508360639914
MRFAP1	2.7910809159444367
S100P	1.2997410971850138
MRFAP1L1	2.4933493383043714
BLOC1S4	2.0594641731731254
KIAA0232	1.9950119259311472
TBC1D14	2.2011468747414824
TADA2B	2.0074177863191522
GRPEL1	2.184756464385864
SORCS2	1.2858345061695073
PSAPL1	0.08641353083636136
AFAP1	2.0286893261909458
ABLIM2	1.7675049378964984
SH3TC1	1.9275605964285296
HTRA3	2.4714987154176424
ACOX3	2.0675712928588648
TRMT44	1.7424744261739644
GPR78	0.02746892532335802
CPZ	1.3955480353694414
HMX1	0.16242165951289086
FAM90A26	0.010208849330894694
USP17L11	0.011552797309248993
USP17L12	0.00044844432573119277
USP17L13	0.001274240924064612
USP17L15	0.0009197004896717187
USP17L17	0.0009954737660622251
USP17L18	0.0
USP17L19	0.0
USP17L20	0.0
USP17L21	0.0
USP17L22	0.0014929920624099848
USP17L23	0.0
USP17L24	0.0
USP17L25	0.0
USP17L26	0.0
USP17L5	0.0
USP17L27	0.0
USP17L28	0.0
USP17L29	0.0
USP17L30	0.0
SLC2A9	1.100715359930555
DRD5	0.05078250782563087
WDR1	2.512443609649321
ZNF518B	1.5621206308070863
CLNK	0.07951351978492172
HS3ST1	1.1888359505354917
RAB28	2.1379469411085728
NKX3-2	0.3147913641792578
BOD1L1	1.9848127200001067
CPEB2	2.0068678741134907
C1QTNF7	1.6160606057827804
CC2D2A	1.6706123986913206
FBXL5	2.4938008069826525
FAM200B	1.9592448408916685
BST1	1.7768733100012457
CD38	1.5145920732993652
FGFBP1	1.0967779852583854
FGFBP2	2.081002826605943
PROM1	1.7878158355523095
TAPT1	2.019211900356009
LDB2	2.402914999650694
QDPR	2.2273527084068627
CLRN2	0.009861917535654602
LAP3	2.464838264497755
MED28	2.331372115309037
FAM184B	0.27727444286897024
DCAF16	2.081066260301327
NCAPG	0.6525244329058365
LCORL	1.2204013816903891
SLIT2	1.9144033167392749
PACRGL	1.782028722664621
KCNIP4	0.7408731829115651
PPARGC1A	1.2353110859425984
DHX15	2.373658445474223
SOD3	2.7396005704050705
CCDC149	1.9745411050169448
LGI2	1.069426411755763
SEPSECS	1.8185766718328997
PI4K2B	1.7377308278447838
ZCCHC4	1.6864066401774962
ANAPC4	2.2511243270355203
SLC34A2	2.00725532151701
SEL1L3	1.7099343161910483
SMIM20	2.2419348383433464
RBPJ	2.298920818314029
CCKAR	0.29439636252439705
TBC1D19	1.5584769436024903
STIM2	1.982485855102095
PCDH7	1.2389525746028387
ARAP2	1.3456092865986573
DTHD1	0.21158472895528366
C4orf19	0.6169188429161607
RELL1	1.9560007416114988
PGM2	2.023960920042505
TBC1D1	2.075158593978893
PTTG2	0.43647341493529457
KLF3	2.2447719985936
TLR10	0.41308927470222256
TLR1	1.3985717552105823
TLR6	1.0365360729889532
FAM114A1	2.205671496714256
TMEM156	0.5471850659705305
KLHL5	2.0801454859420723
WDR19	2.1159185179201363
RFC1	2.141917501889845
KLB	1.7291017733157217
RPL9	2.760476576580021
LIAS	1.9312677878457207
UGDH	2.162188166201315
SMIM14	2.1556263247167524
UBE2K	2.232722721231536
PDS5A	2.221899102884273
N4BP2	1.441151520958787
RHOH	1.2063630146650897
CHRNA9	0.017268201545292843
RBM47	1.9775584163256572
NSUN7	1.549226715300189
APBB2	2.206200626641809
UCHL1	2.172552463503132
LIMCH1	2.0645476629099533
PHOX2B	0.0043483043511385235
TMEM33	1.9060105990543827
DCAF4L1	0.4887642947859584
SLC30A9	2.1125710886132416
BEND4	0.18229719753775459
SHISA3	1.4955973439334094
ATP8A1	1.730884304201943
GRXCR1	0.00786269875875312
KCTD8	0.24471213051987015
YIPF7	0.18451303024552454
GUF1	1.9972559853489604
GNPDA2	1.7717531358535985
GABRG1	0.15397117302550442
GABRA2	0.7347943096838013
COX7B2	0.047044589570501186
GABRA4	0.043820233542891565
GABRB1	0.045846609377215825
COMMD8	2.0735704971533564
ATP10D	1.8234175965075334
CORIN	0.8517792275262557
NFXL1	1.8154761294747659
CNGA1	1.3027465522999184
NIPAL1	0.7946213479362059
TXK	0.8247301838472336
TEC	1.2550790863552026
SLAIN2	2.1215166146264743
SLC10A4	0.33354644617052864
ZAR1	0.014664058592580407
FRYL	1.8995092186747031
OCIAD1	2.4681394635594125
OCIAD2	2.1327178095169335
CWH43	0.2551389061523867
DCUN1D4	2.0847218594926757
LRRC66	0.7626451915830317
SGCB	2.2292194809175627
SPATA18	1.5895657756568227
USP46	1.6138175103681158
ERVMER34-1	0.49098535186798087
RASL11B	1.244418737027733
SCFD2	1.9041302095193222
FIP1L1	2.2768473602963435
LNX1	1.9157199446374615
CHIC2	2.2123983816265853
GSX2	0.021765793220954045
PDGFRA	1.9016024069070463
KIT	2.41892366143936
KDR	2.374258529343502
SRD5A3	1.8442332701564506
TMEM165	2.343333730922791
CLOCK	1.7740850469687488
PDCL2	0.12789678684898953
NMU	0.18772530686386288
EXOC1	2.2880282612309935
CEP135	1.4894826540916768
KIAA1211	0.31364836450800493
AASDH	1.8383861779525354
PPAT	1.5938502169209932
PAICS	2.2778898347753533
SRP72	2.3498103040964913
ARL9	0.658832217062893
THEGL	0.13065458543063577
HOPX	1.624132578165411
SPINK2	0.8888070246486492
REST	1.8599867241534016
NOA1	2.2631784435283486
POLR2B	2.3854495885245837
IGFBP7	2.9999524533984663
TECRL	0.11819976056843942
EPHA5	0.15011182965689943
CENPC	1.9537672652923395
STAP1	0.5483940869225725
UBA6	1.9353360656371128
GNRHR	0.2641250125031569
TMPRSS11D	0.08015187843617065
TMPRSS11A	0.05265729803717925
TMPRSS11F	0.05011072808760455
TMPRSS11B	0.18941458138982406
YTHDC1	2.314163407561753
TMPRSS11E	0.31281047225386216
UGT2B17	0.39675334757704345
UGT2B15	0.8484699985339769
UGT2B10	0.06908426110458235
UGT2A3	0.03819254047124071
UGT2B7	0.5862317034355263
UGT2B11	1.1307134606595983
UGT2B28	0.6466773036405304
UGT2B4	0.2276077738478872
UGT2A1	0.0
SULT1B1	0.5880208998082418
SULT1E1	0.3519298696347269
CSN1S1	2.469031712687121
CSN2	2.325571559530247
STATH	0.21537471810191017
HTN3	0.001103333048101566
HTN1	0.0018820870209664223
ODAM	0.6268668738010477
FDCSP	2.2669493652698036
CSN3	2.527381711018551
CABS1	0.18872418194137286
SMR3A	0.0631404577808558
SMR3B	0.5557658294811565
MUC7	1.5004187541710452
AMTN	0.0750464561978922
AMBN	0.015433758444782413
ENAM	0.0671729193724892
UTP3	2.1836313441873063
RUFY3	2.1000403252753106
GRSF1	2.160198181996364
MOB1B	1.8890279913393235
DCK	1.9222953774729425
SLC4A4	1.1461430259187881
GC	0.33473966864933136
NPFFR2	0.4577088122098943
ADAMTS3	1.661812207731767
COX18	1.8395467491042294
ANKRD17	2.1518115233060295
ALB	1.938591305055455
AFP	0.5979272121957081
AFM	0.17695220357293676
RASSF6	1.306855845654328
CXCL6	0.7035952259826306
PF4V1	0.42970426779032
CXCL1	1.6907287037519176
PF4	0.5901863813082889
PPBP	0.8616071595606696
CXCL5	0.709289788121987
CXCL3	1.3262241089765447
CXCL2	2.3018423662178136
MTHFD2L	1.5220728540086914
EPGN	0.12761356126480483
EREG	0.696276864507943
AREG	1.983441057510887
BTC	1.2712635746667889
PARM1	2.38559796299871
RCHY1	1.9432439633699252
THAP6	1.7030029290556528
CDKL2	0.546464745927485
G3BP2	2.2484273303656366
USO1	2.367163763415242
PPEF2	0.2018906074599798
NAAA	1.934559632977291
SDAD1	2.185126625117772
CXCL9	1.5236180461991093
ART3	0.8249643079786014
CXCL10	1.3385224032893266
CXCL11	0.605468370242668
NUP54	2.2110236180128933
SCARB2	2.553780568457072
FAM47E	1.5393176399960522
FAM47E-STBD1	1.9766631735281415
CCDC158	0.9006569927068797
SHROOM3	1.8490953970733832
SOWAHB	0.8044675164474611
SEPT11	2.335200822666577
CCNI	2.7583162512395507
CCNG2	2.2446346595563997
CXCL13	1.7127436809186276
CNOT6L	2.0422905660429937
MRPL1	2.067372808252613
FRAS1	1.0595575748244936
ANXA3	2.4113416908706533
BMP2K	1.74328283841663
PAQR3	1.4761500153385878
NAA11	0.11887463665586474
GK2	0.12402123051033247
ANTXR2	2.260179545305344
PRDM8	1.6987920268916468
FGF5	0.040474774729487295
C4orf22	0.06899193382824387
BMP3	1.2450827445557555
PRKG2	0.9460248137929189
RASGEF1B	1.4952268232047976
HNRNPD	2.610952900511852
HNRNPDL	2.69884716491898
ENOPH1	2.236541719351654
TMEM150C	2.122427085389642
SCD5	1.7668913248101799
SEC31A	2.433183799481138
THAP9	1.3661958091503843
LIN54	1.500105042079969
COPS4	2.168253316946157
PLAC8	0.8356422559761889
COQ2	1.6161371781560674
HPSE	0.8978616226361822
HELQ	1.904707343936189
MRPS18C	2.1354977474364074
NKX6-1	0.5876578059443477
CDS1	1.670514534251009
WDFY3	1.927477423094839
ARHGAP24	1.8086540702414993
MAPK10	1.5663563388485033
PTPN13	1.975045595181876
SLC10A6	1.61832431949783
C4orf36	1.2101308882195716
AFF1	2.32942591662639
KLHL8	1.599808569373704
HSD17B13	1.880606551798362
HSD17B11	2.479230870478259
NUDT9	2.1318496955702844
SPARCL1	2.9957750766259412
DSPP	0.020265827772755582
DMP1	0.062186946702062346
IBSP	0.033155622786185085
MEPE	0.025344552753916148
SPP1	2.4193283618248884
PKD2	2.306723028090149
ABCG2	1.5178561642649444
PPM1K	1.634312341337358
HERC6	1.7912171357044073
HERC5	1.8040062788796243
HERC3	1.9596720234275389
NAP1L5	1.82332563957732
FAM13A	2.1083955858442445
TIGD2	1.8595426607819687
GPRIN3	1.3127152901000583
SNCA	1.5208637882324394
MMRN1	2.242391629641366
CCSER1	1.0081075004429043
GRID2	0.12583519296132512
ATOH1	0.017631080570986998
SMARCAD1	2.0256300103228764
HPGDS	1.4438378258242077
PDLIM5	2.1986938625621666
BMPR1B	0.7862828453299141
UNC5C	1.0182744416058245
PDHA2	0.12194170852314852
STPG2	0.1965606260392879
RAP1GDS1	2.0313840337069404
TSPAN5	1.8714880581191118
EIF4E	1.4819729652233404
METAP1	2.1845092639186774
ADH5	2.606708964162379
ADH4	1.7798858641562034
ADH6	0.5888643846571185
ADH1A	1.8742158164031428
ADH1B	3.0438197789717187
ADH1C	2.359705891335131
ADH7	0.09283215272947262
C4orf17	0.02321884538426169
TRMT10A	1.4087189205063086
MTTP	0.1302359176965281
DAPP1	1.4250298853437435
LAMTOR3	2.111908983205776
DNAJB14	2.058018513743995
H2AFZ	2.6890644549426193
DDIT4L	1.3922915933205653
EMCN	2.237887311218158
PPP3CA	2.2199265044805534
BANK1	1.3950801981778762
SLC39A8	1.7955578277790107
NFKB1	2.1951272516039038
MANBA	2.0667823181115303
UBE2D3	2.593191134902545
CISD2	1.9502760698813302
SLC9B1	0.6499978363490451
SLC9B2	1.7825332668882987
BDH2	2.4226563222546846
CENPE	0.48503923586180636
TACR3	0.009960428192185171
CXXC4	1.078296143235125
TET2	1.637314963756587
PPA2	2.191237902275525
ARHGEF38	1.7117990615708825
INTS12	2.009486459480319
GSTCD	1.4768440096864333
NPNT	2.0576846893886267
TBCK	1.733921374010437
AIMP1	2.3335623107331367
GIMD1	0.0018429052455286828
DKK2	1.4845182266415966
PAPSS1	2.322778166857068
SGMS2	1.5267558343409704
CYP2U1	1.7441513256086383
HADH	2.576585680262852
LEF1	1.453912371554991
RPL34	3.058784709116575
OSTC	2.461116740380112
ETNPPL	0.251217722033658
COL25A1	1.5419567888806316
SEC24B	2.270176584298785
CASP6	1.9326400421847398
PLA2G12A	1.9704479232491305
CFI	2.278272850075935
GAR1	2.145756702487017
RRH	0.5199095147292222
LRIT3	0.7353906520211988
EGF	1.6165001589969574
ELOVL6	1.9259636625255272
ENPEP	1.8419100385772715
PITX2	0.6095034173730786
AP1AR	2.0957838502056854
TIFA	1.7155908697859523
ALPK1	1.9231874163651184
NEUROG2	0.32118983365930165
LARP7	2.301373721152161
ANK2	1.7851450132082611
CAMK2D	2.1872049878294106
ARSJ	1.2880268630215965
UGT8	1.0282386909437147
NDST4	0.010214528701449082
MTRNR2L13	0.0
TRAM1L1	1.4179173539923697
NDST3	0.09743679080185513
PRSS12	1.3174676767495148
METTL14	1.7967848679415668
SEC24D	2.115177251852024
SYNPO2	2.3271102976453086
MYOZ2	0.9583728459662745
USP53	2.36357806523172
C4orf3	2.641156794029538
FABP2	0.06565004656954182
PDE5A	2.0017691319768556
MAD2L1	1.0289636955788304
PRDM5	1.4654030706697265
NDNF	1.5911206027265854
TNIP3	0.13833019362601226
QRFPR	0.24997368519586508
ANXA5	2.9315123950191713
TMEM155	0.21699491158425885
EXOSC9	2.126373195397483
CCNA2	1.2914442313823122
BBS7	1.852448143493073
TRPC3	0.5834297788995332
KIAA1109	2.0993712030657754
ADAD1	0.12301804221632394
IL2	0.37021707216802857
IL21	0.0054151991751980036
BBS12	1.5191579886017237
FGF2	1.7112534890419144
NUDT6	1.4320421956063054
SPATA5	1.336690085068467
SPRY1	2.6802683468310398
ANKRD50	1.791330984733155
FAT4	1.652587102335034
INTU	1.5836006587933027
SLC25A31	0.08763162666649517
HSPA4L	1.2658494494013295
PLK4	1.0005544410964906
MFSD8	1.9375432350219066
LARP1B	1.7102084339737695
PGRMC2	2.4538847836983324
SCLT1	1.4203398215226946
C4orf33	1.3675553798189999
PCDH10	0.34630090614253684
PABPC4L	1.0318688738381918
PCDH18	2.153533146695799
SLC7A11	0.7084592628473085
ELF2	2.1478835193933445
MGARP	0.868975113127873
NDUFC1	2.3248252535979312
NAA15	1.8677877296435175
RAB33B	1.7192606857308954
SETD7	2.1169250237953956
MGST2	2.3645722750837974
MAML3	1.7214905051260676
SCOC	2.0923030877715183
CLGN	0.8443538979394415
ELMOD2	1.840084738865433
UCP1	0.8549211003594628
TBC1D9	2.374139277159916
RNF150	1.6585132764461081
ZNF330	2.3344725891909195
IL15	1.4461621633225532
INPP4B	1.8133138873170633
USP38	1.7545955428820172
GAB1	1.8945862320758942
SMARCA5	2.2009795198130964
FREM3	0.051706602904969375
GYPE	0.9904400561508819
GYPB	0.06874444032087255
GYPA	0.05767029724111059
HHIP	0.40741640772861754
ANAPC10	1.8560926488506555
ABCE1	2.2212772204173943
OTUD4	2.0750220277534868
SMAD1	2.0239269032700626
MMAA	1.3534494906623669
C4orf51	0.026390055029019123
ZNF827	1.8160890043677766
LSM6	2.0300362288678353
SLC10A7	1.520548359008495
POU4F2	0.007719817193555898
TTC29	0.16820988221504807
EDNRA	2.036533277509662
TMEM184C	1.987797194210023
ARHGAP10	2.299452639108346
NR3C2	1.796808516182896
DCLK2	1.6717400838758842
LRBA	1.8354500601221795
MAB21L2	0.15669494771433748
RPS3A	2.9798266561799984
SH3D19	2.440396366319684
PRSS48	0.07103041945236248
FAM160A1	1.1494652894109134
FBXW7	1.959029387300971
TMEM154	0.9369159390873332
TIGD4	0.49797240902404666
ARFIP1	2.112027197266277
FHDC1	1.2686977578299297
TRIM2	1.9514278979679516
MND1	0.4964539718095864
TLR2	2.0485239141813807
RNF175	0.9039419611247075
SFRP2	2.7912315564480505
DCHS2	0.5304585634861457
PLRG1	2.2391329706268035
FGB	1.296252509659293
FGA	1.0990428618198833
FGG	1.240972806743569
LRAT	0.5235391086515712
RBM46	0.18387521171877674
NPY2R	1.3829983820783047
MAP9	1.403111808220632
ASIC5	0.002296112515528551
TDO2	0.2232150918976686
CTSO	2.318312557119022
PDGFC	1.94698922161635
GLRB	1.6203638824256914
GRIA2	0.8956570825445679
FAM198B	2.224353982047177
TMEM144	1.5142649005592252
RXFP1	0.05836900390036229
C4orf46	1.5134505776293417
ETFDH	2.208488763358332
PPID	2.1846125040926037
FNIP2	1.9687404910931758
C4orf45	0.18935567947537954
RAPGEF2	2.1050089377682353
FSTL5	0.06095976078799384
NAF1	1.8518752461697021
NPY1R	2.216381658785458
NPY5R	1.342631164220001
TKTL2	0.11016304219087045
TMA16	2.057267135694646
MARCH1	1.5026873148509297
TRIM61	0.8073830805794339
FAM218A	0.9710155004245545
TRIM60	0.0014068019170425993
TMEM192	1.8269232554615376
KLHL2	2.122763406836702
GK3P	0.394660795258663
MSMO1	2.17188181877942
CPE	2.6214549918212566
TLL1	1.5891399683189593
SPOCK3	0.43502204002370387
ANXA10	0.23704146246685714
DDX60	1.8225275075434226
DDX60L	1.7114034802151625
PALLD	2.4369764097432416
CBR4	1.9478297687622654
SH3RF1	2.0150300780362964
NEK1	1.7419025881469348
CLCN3	1.996927524830048
MFAP3L	1.2900721308965182
AADAT	1.587142843933756
GALNTL6	0.15366274023978832
GALNT7	1.996522673049693
HMGB2	2.5340269665204267
SAP30	2.095817486690899
SCRG1	0.7758082828158641
HAND2	1.798614741788315
FBXO8	2.1692252067317095
CEP44	1.8109684559276702
HPGD	1.6937603569793247
GLRA3	1.2460265150525132
ADAM29	0.14226077990539346
GPM6A	1.051731312978105
WDR17	1.0120038085708931
SPATA4	0.2934363534685213
ASB5	0.20143759851030568
SPCS3	2.365099421748978
VEGFC	2.1636280412788786
NEIL3	0.14196031176838722
AGA	2.0368167204782837
TENM3	1.4490374788596099
DCTD	2.355928669473017
WWC2	1.7950797151433726
CLDN24	0.08766975081189896
CDKN2AIP	2.0927502642594145
ING2	1.9138453711221046
RWDD4	1.895914151540257
TRAPPC11	2.1236446040991113
STOX2	1.3428237657878859
ENPP6	0.6551646925445596
IRF2	2.235924144936566
CASP3	2.041517828164259
PRIMPOL	1.8830097404913786
ACSL1	2.846633167359935
HELT	0.020108844620396613
SLC25A4	2.1199234327582963
SNX25	1.8856923364752938
LRP2BP	1.219461320515231
ANKRD37	1.9409069372812398
UFSP2	2.2719906110556356
C4orf47	1.0311201897477065
CCDC110	0.8371272538549661
PDLIM3	2.412628974471291
SORBS2	1.9717203011240927
TLR3	1.402645997815576
FAM149A	1.6060652832247502
CYP4V2	1.986346446795415
KLKB1	0.9150597675021918
F11	0.08278316346594503
MTNR1A	0.03344670502827582
FAT1	2.0328152592317386
ZFP42	0.014899473709130863
TRIML2	0.07085786984234538
TRIML1	0.062330126614011876
FRG1	2.3171541517370633
FRG2	0.006654974579402482
DUX4	0.0
PLEKHG4B	1.1954368761106957
LRRC14B	0.35095522855912537
CCDC127	1.6441059669133362
SDHA	2.5503828756588036
PDCD6	2.3420080139008363
AHRR	1.0403109692906518
EXOC3	2.27793451803345
SLC9A3	1.4372500878710932
CEP72	1.3546066237837824
TPPP	1.2240101635364495
ZDHHC11B	1.5453985162946051
ZDHHC11	1.2466286177209709
BRD9	2.1826504476352495
TRIP13	1.1983546879152296
NKD2	1.8411591250462533
SLC12A7	2.3089715740197185
SLC6A19	0.036625129960519455
SLC6A18	0.0016190444054794463
TERT	0.055368058964735595
CLPTM1L	2.4248522722067385
SLC6A3	0.44578062510677635
LPCAT1	2.1053669118090155
MRPL36	2.1367706496562846
NDUFS6	2.386137483241905
IRX4	1.6809880652143419
IRX2	2.2275030616184197
C5orf38	1.9482207486891576
IRX1	2.29166175350647
ADAMTS16	0.7598427049637427
MED10	2.365418659460688
UBE2QL1	1.255940037899552
NSUN2	2.3378770711934034
SRD5A1	1.567857060497833
PAPD7	2.245783117811902
ADCY2	1.3506799416535205
C5orf49	0.8974797431599529
MTRR	2.041470175830738
FASTKD3	1.6983722472629206
SEMA5A	1.8295376068769196
TAS2R1	0.014487103212643118
FAM173B	1.827903675457541
CCT5	2.471275765402352
CMBL	2.031718805624905
MARCH6	2.335879376765202
ROPN1L	0.8943420556108082
ANKRD33B	0.620391551260642
DAP	2.519196126276135
CTNND2	1.0318706419022805
DNAH5	0.9976282847902218
TRIO	2.166407390835212
FAM105A	1.5332375384661634
ANKH	2.0384113253212592
FBXL7	2.1517848558693817
MARCH11	0.3966005169879341
ZNF622	2.271532150535062
