gene_name	0	1	2	3	4	5	6	7	8
XCL1	0.72636415	3.32717408	3.87260567	0.75919458	0.02147973	4.09701376	0.23819515	2.58610102	4.43825588
SFRP1	1.72527374	3.15985212	3.71471002	0.64078917	0.00523665	1.20893338	0.15265449	0.00983746	0.16849941
SGCB	3.4649716	2.70117937	4.09922545	3.51951903	0.86861494	0.12708295	2.47391257	0.05585323	4.14576802
SCG5	1.14602673	0.06776982	2.82580811	0.25547327	0.8559897	0.47594955	0.0	0.09334667	0.0
SHOX2	0.93909222	0.0	2.74852054	0.32747834	0.12913312	0.0	0.0	0.0	0.0254226
SIAH1	4.63226822	4.42557759	3.95321893	5.28035237	3.56288071	4.45318831	3.11538772	3.31324585	1.66549384
SLC7A2	0.14241344	0.01809153	0.39527493	4.39707484	0.00392927	0.02561946	0.27096292	0.0	0.0
SLC15A2	0.83635699	2.8378952	2.06987684	1.74959277	3.11012023	4.80598027	2.35186538	0.0	0.1073159
SLC18A2	2.57863686	3.53921791	2.57402789	1.82137626	0.0091517	0.60050765	3.50763098	0.11664492	4.6910378
SLC22A4	0.11174676	0.29222083	0.78412217	2.08424985	0.0	0.03033608	0.0	0.0	0.0
SNRPD1	7.31198342	6.78914546	6.51620587	6.67821791	7.45862286	6.06750607	6.38593196	5.99601999	6.60557829
SPIB	5.25659286	0.0	1.99410961	0.30822318	4.25896426	0.01495034	0.0	0.02185372	6.04457627
SPN	2.47434333	0.38246964	2.01601161	0.68216466	3.39262966	0.4109742	0.0	3.17984625	4.91496309
SSFA2	3.92343785	3.69352678	6.28844218	4.65328415	1.9602758	2.27748889	3.89990846	3.28126875	3.03962584
SULT1C2	0.26817771	0.7220496	0.0331723	2.56198148	0.0	1.12735814	1.41762389	3.42838221	0.0
VAMP2	2.16246326	2.35956133	2.41788421	2.65936414	1.89565514	2.09704889	2.09232749	4.90585249	3.4821312
XCL2	1.96907811	1.0733306	4.5134384	0.37679551	0.0	5.26309702	0.0	5.28117112	5.09653362
SYT1	1.72916429	2.80357148	0.17144749	4.84555392	0.74572627	0.44316458	0.49156349	0.0	0.0
TAL1	0.00539999	0.0	0.33916889	0.0	0.0	0.0	0.0	0.0	0.0055996
TBCC	3.30495425	4.46911073	4.71771202	4.22709692	3.08807991	0.64500988	2.34565276	2.06531834	5.22745015
TBXA2R	0.23090565	0.0109503	0.26668302	0.12167856	0.05721394	1.73894794	0.10498589	0.0	0.0
ZEB1	6.12025639	1.11404967	5.28522849	2.28521388	5.3296292	0.29816951	0.64809427	5.23237801	4.46894528
TFAP2B	0.73195901	0.27472314	2.6682997	2.6302572	0.03626354	0.0	5.74425226	0.0	0.0
TFF1	2.82948717	4.2800372	4.30420041	10.39738128	0.0	3.56701805	7.67555531	0.0	0.0
TFPI	1.46560139	5.79093335	4.76266009	5.27714958	4.37570295	4.44045394	4.23852801	3.60163397	0.04264434
TGIF1	4.73843009	7.08350212	6.68418175	6.05073913	5.32812818	5.82610353	5.37561684	4.03890744	4.17716481
THBS1	4.9976392	4.30676913	6.38558167	6.09222666	0.23042662	3.54817971	0.0	3.59699789	1.91647664
THBS4	0.23419472	0.61353165	1.19416369	0.13308522	0.0	0.01435529	1.87228862	0.09832026	0.0
TIMP3	2.91848846	0.79335094	5.37699525	7.05966106	0.02663913	0.13750352	2.35113587	0.06022946	0.01594154
TSPAN8	4.61363689	0.94325158	7.29471061	0.01746846	0.71729007	0.29278175	0.0	1.7835118	0.19884335
TPSAB1	0.11579426	0.0	0.00477451	0.08690726	0.0	1.18428029	0.0	0.0	0.0
UBE2L3	7.17005202	7.53544943	6.91716402	6.89437464	7.33646599	6.21097162	6.84946866	6.08575337	6.88079435
VIM	5.84758089	4.37656161	7.85235069	3.66850082	8.39168884	5.29443695	1.40089045	9.22559307	7.97832912
SF1	5.99825193	4.86753174	5.91324781	5.09458541	6.62099954	4.39283258	5.05069127	6.03097489	6.26607855
ZNF22	4.60097482	4.79782825	4.12639702	4.24535045	4.7099673	4.13449477	5.65335132	4.0443481	4.92301709
ZNF91	3.6757353	5.83322142	5.05156439	5.97921055	5.88599581	3.87024141	6.03157093	2.94643538	4.47064532
ZBTB16	0.43810271	0.0	1.06772998	0.0	0.0	0.10991769	0.0	0.0	0.0
ZNF205	0.0	0.64000386	0.19391983	0.0	0.0	0.0	0.59578083	0.0	0.0
LRP8	3.25886884	2.17167959	2.49981594	1.86602676	0.20334355	1.54225805	2.24341357	0.84884034	3.63697901
EVI5	2.15073374	3.49736905	2.85114853	3.06715369	4.50816932	1.46466827	2.80605791	2.77155202	4.22342255
MALL	1.64706776	2.76427133	3.31424785	0.01954019	0.0	0.28342795	0.34867105	0.02185372	0.0
SCG2	0.05509647	0.0	0.04951525	0.01643149	0.0	0.10824565	1.59177206	0.0	0.0
TCL1A	8.62197858	0.02722147	3.48296235	2.04842644	8.81569041	0.01256867	0.0	0.0	8.08122895
TKTL1	0.18359994	0.0	1.95433001	0.14357153	0.0	3.54864212	0.0	0.0	0.12800005
DYSF	0.16326869	0.73593473	0.8379098	0.09294545	0.0	1.280214	0.93076785	2.7486872	0.0
CDC7	5.04851023	0.89437894	3.23833084	1.45575462	3.45315837	3.56458141	3.66192977	1.4057058	0.08179409
HIST1H2BC	5.75110884	4.08388197	5.22180233	7.14706243	4.4196921	1.59991284	2.7853143	3.61433789	6.08733318
HIST1H4H	2.861211	3.09016788	3.86312254	7.05877105	0.71968128	3.56757587	2.22067945	1.995056	0.0
PLA2G6	0.29046653	0.47483774	1.38536239	0.60199898	2.24792751	0.0	1.18084598	0.0	0.0
DYRK3	2.62539575	0.69620583	3.54838212	1.17904774	0.01759803	0.0	0.01941497	3.60719013	0.0
PPFIBP2	3.72102104	5.36079902	3.91780097	4.05555852	4.88046291	5.98553838	6.44527122	3.40398523	0.0
LMO4	2.33837347	1.18057225	4.68842459	2.7963901	1.76746219	1.0545591	1.8566966	3.15491402	3.09057119
DEGS1	7.54641495	5.39856862	7.60650685	6.35342435	6.7057015	3.58300753	5.63293424	6.34672367	5.47201835
PDXK	4.03409935	4.26560835	4.45814849	4.13866556	4.22387885	4.98821128	4.37955165	4.95984335	3.30839971
MADD	3.4288985	1.30423288	2.36766453	2.48736941	3.96880291	0.1958725	2.20067242	3.56726362	3.37858869
PDLIM4	0.02932667	2.23273384	1.47000107	0.86033081	0.0	1.85049941	0.07658116	1.02558838	0.05812405
SLC25A12	4.08637131	2.69721251	3.12147341	3.05303233	3.13025698	4.17917927	4.66875234	0.76821219	0.85731753
STC2	0.3291236	0.43397682	2.04198641	4.90835441	0.28311362	1.20893338	0.17714623	0.08047815	0.0
SKAP1	3.66819613	3.55242392	4.1285313	2.53279298	1.19162007	0.0	2.58566041	4.19015737	5.85518687
MARCO	0.43143194	0.27897595	3.50621365	0.36798096	0.23154412	3.0545591	0.0	3.11638227	0.0
SIGLEC5	0.16004428	0.0	0.03293859	0.03830847	0.73355155	0.0	0.0	0.67807191	2.51713569
TNFRSF10C	0.12125228	0.69917086	0.89491689	0.8438377	0.0	0.0	0.47959775	0.98396565	0.0
FGF18	0.01766744	1.28180421	1.49933673	0.7341036	1.06381667	0.0	0.04738078	0.37031114	0.0
CD84	3.54312022	0.41297503	2.97017232	0.59767202	3.18579448	0.29425314	0.0	5.87490048	2.09704889
SYNJ1	1.88334152	1.80558727	3.92681199	3.38751294	0.75818687	0.57046293	3.29095229	3.84968328	3.58849811
MCM3AP	2.6592722	1.76634275	3.60619353	3.28533496	3.41333559	0.13859606	3.52244865	1.74030271	3.6389105
MGAM	0.0161397	0.0	0.07841357	1.73686067	0.0	0.00659725	0.38119404	0.15465824	0.0
CH25H	0.47062983	0.0	2.48087922	0.02044563	0.0	0.0	0.0	5.21193439	0.25365317
CLDN1	3.95116813	0.04564267	5.40566522	1.54982596	0.04200753	0.01256867	0.0	4.13205726	0.0
SYNGR3	0.22870877	0.05922341	0.93252898	0.001704	1.89283255	0.26553691	0.62881122	0.0	0.0
DGKI	0.11174676	0.53557903	2.71196942	0.41516865	0.0	0.00180224	1.00661655	1.16857448	0.0
SLC16A7	1.34269696	0.09793179	2.53068332	1.15457143	2.94945004	0.0	0.0	0.0	1.19989042
CD163	4.5294194	0.63823937	3.22728325	2.9293262	0.0	4.14764589	0.0	10.01855673	1.4409522
TCEAL1	4.47761951	5.89511793	4.79305662	8.56929326	3.63807384	0.4298391	4.28621343	1.49246042	0.0
ABCG2	0.07186072	1.42300182	0.21700786	0.00392927	0.0	0.0	0.0	2.94327979	0.0
NCR1	0.07038933	0.0	0.01000828	0.0	0.0	0.0	0.0	0.0	5.6285468
ITM2A	4.26497869	4.76709985	7.20960631	3.99456327	3.90483438	1.04439412	0.13686877	4.72137266	6.65781465
NR1D1	1.30753261	4.74028512	1.34724279	1.56918173	0.0	5.95393451	3.15735672	0.01660892	0.03484175
CREB5	3.91797725	3.33757518	4.04989547	3.12348562	5.20011838	4.31699045	3.36369109	4.2794713	0.71369581
SEC24C	4.59683933	5.13093087	4.50086894	4.04684819	3.24723706	3.29051042	3.40306977	1.07975985	3.85659844
ISG15	7.03983165	5.36247824	7.51977134	8.31962532	4.88898672	4.07674435	3.74214533	9.26671011	9.29136898
MICAL2	1.08430729	1.56745273	3.49596365	3.80076345	1.08034757	1.63149236	3.16614526	0.65221475	0.06043174
KIAA0125	5.17135554	0.0	0.4315417	0.24377985	5.38768838	0.0	0.0	0.0	3.57012556
TECPR2	1.95625583	1.12085746	0.68190271	1.65818032	1.65013789	0.02620988	0.43002622	0.18503189	0.51825536
MRC2	0.1628085	0.04763809	0.68334285	0.09944823	0.05279527	0.0	0.0814276	0.66472235	0.07496206
KBTBD11	0.03562391	0.0	0.11964049	0.14558853	0.0	0.0	0.00626906	0.0	0.0
HS3ST2	0.04489367	0.0	0.0	0.00144197	0.0	0.0	0.0	0.13888343	0.0
ATP9A	0.8738132	3.80536617	2.32304356	2.1451735	0.00523665	2.98883614	1.28678578	0.72062409	0.14259497
ARL4C	4.12534704	2.97374246	4.70533644	1.26767198	4.99926207	1.28145098	1.72457986	5.37838385	6.87931095
EBI3	3.32855953	1.02587253	2.60186721	0.32308179	5.30364793	0.0	0.0	3.30074029	4.7526594
CD96	4.8760696	0.37983217	4.97370006	1.753799	4.36600423	0.47551728	0.00302184	6.19551338	8.21234506
AP3S2	3.79227902	7.56522179	3.89645384	3.53485393	3.79965251	5.68445643	4.09487624	2.86893624	0.74655164
ABCC4	2.33194061	3.90228035	2.67030452	1.49388019	2.29157677	1.87807135	4.59389347	0.88670416	0.09835967
LILRB2	0.24227585	0.0071955	0.59031947	0.01058456	1.61588707	0.02620988	0.0	5.04664729	2.75820841
YAP1	1.65010804	3.29775041	4.61572453	2.40720441	0.09392888	1.75862298	4.0041969	3.00464331	0.30126246
SPON2	1.9437874	2.19467244	2.00344321	0.54210043	0.44938129	1.29302708	2.34299511	0.13543118	1.20163386
GPNMB	5.30935941	5.27138299	6.57962306	3.70470097	0.2646729	3.41244282	1.35022346	7.67095808	0.29670212
CLEC10A	0.92640614	0.01605478	2.58939271	0.02676787	0.0	0.0	0.0	4.57626753	0.0
SEMA4B	2.28914941	7.4344098	3.19511264	3.32317352	1.27798475	7.31585903	3.0685876	1.40856886	4.36122249
CIB1	4.64204138	9.67560551	5.80120154	5.4934552	5.20156258	8.71806189	5.88950102	6.6839328	6.25860267
ATG7	4.6881204	4.55201397	3.4520289	4.20620986	5.49785909	3.5247637	4.18672291	5.65666195	4.70151825
UBD	3.8062504	7.66986198	4.04766564	5.55637925	0.03690289	6.87313134	0.0	6.92697321	0.98266407
BATF	3.12444631	2.52176867	4.08658111	3.26057317	4.18323386	0.91073266	2.65852478	4.81624938	4.40338135
ANP32B	6.16489256	4.59084721	5.35298594	4.2637583	5.85118116	4.33595601	4.27636458	5.04310501	5.37698875
SIVA1	6.07240061	5.60299042	6.88753268	5.68115278	6.98171776	2.68687399	6.23113135	4.75404357	6.48435299
GNLY	4.32415482	2.59557186	5.97728625	2.24519139	0.0	0.19166792	1.08790078	5.82322643	9.77105839
IGF2BP2	0.21833835	5.32185939	1.89502405	1.46628303	0.0	5.24949275	0.0351698	1.05621843	0.3090468
KHDRBS3	2.02306521	2.37202342	5.30758552	3.20371372	3.03394352	1.00180224	4.84160797	0.89285114	0.0
CXCR6	2.94566121	1.92500474	3.50360175	0.76830946	0.03881925	0.0	0.0	5.62960203	4.17286084
YME1L1	6.1223954	6.4067213	5.3401806	5.45204127	6.13890009	4.92118637	5.31748264	4.04967662	4.71494761
CCR9	0.0	0.18993749	0.0	0.0	0.0	0.0	0.22551377	0.0	0.0
HPSE	1.09024855	0.00445859	2.11718071	0.07736731	1.36864138	0.0	0.0	4.58128781	0.06503609
MRPS30	4.4177802	4.41197496	3.38055649	6.21072535	4.23063622	2.33091688	2.76001486	1.85661883	1.0631194
STARD3	0.88487697	2.94873433	1.24293511	3.17225475	3.72881104	4.16868883	4.68343386	0.28001859	2.25281259
BTG3	4.63292252	4.17744327	5.11347396	2.66964528	4.697511	2.85008263	1.30949542	3.49009717	4.15659437
TMSB15A	2.36402206	0.06185847	5.20402309	0.38796404	0.03754196	0.0	2.8827377	0.0	0.0
ABHD2	2.95728449	4.43995552	3.90005684	5.34254828	3.21596092	2.00898878	2.99912714	4.27025352	2.05407667
C10orf10	3.7681276	2.2389324	5.81709602	2.32090473	0.04518877	0.67506316	5.088872	4.04572805	0.13239405
LDB3	0.03235278	0.01537523	0.0330165	0.08826497	0.07475452	0.0	0.0	0.0	0.0
ERLIN2	2.53995639	3.2369299	3.92096702	6.77239916	0.2542642	3.66675659	3.5795033	0.87515924	2.4922805
WDHD1	4.61923482	2.44348036	2.93018843	3.12841339	4.7773958	1.65306002	2.33273103	0.00530543	2.31130935
GALNT6	3.35329808	2.69567572	2.36914639	5.37418272	2.77409219	2.39185935	5.55181864	2.8824886	2.3291236
TMC6	4.87203721	2.13437742	3.68869969	2.26984923	5.05301257	0.0279797	1.69635286	2.98425354	3.41818995
CASC3	4.84075095	7.51471969	4.87734566	5.97670523	5.56898559	6.73260274	8.95166261	2.56623835	5.16381178
VASH1	0.25830355	0.08211862	0.47731953	0.41988206	1.62143919	0.0	0.8675139	2.54973401	2.28622403
EPN2	2.21700909	2.49636495	4.07304852	3.60884149	0.0	4.20006486	5.83103953	0.0	0.0
KLRK1	4.28731661	0.27045775	5.79574083	2.95514369	4.80768277	4.14186872	0.0	5.8981065	8.00634478
CD93	0.42473018	0.0071955	0.83223543	0.01045436	0.06726323	0.01435529	0.0	2.08388517	3.37480765
MAPRE3	0.06817943	0.24256621	0.33336047	0.88560986	0.0	0.42849976	0.26264653	3.50160675	0.0
GOLGA8A	4.37851162	3.49797726	4.99733234	4.88405171	2.89547889	3.68243284	3.66882552	2.48501999	2.98620865
ZNF609	2.95900834	1.86431587	2.99132578	3.50897022	3.67617507	1.60940039	4.21195422	2.91123744	0.24421053
PEG10	2.95648817	4.87680926	3.25786913	1.20562	1.04009541	4.69914441	2.41391723	0.0	0.1294662
RRP12	3.20627482	3.09809226	3.9956794	3.22914042	3.71699089	3.91073266	2.07884119	1.42081568	2.74487868
MED13L	5.00487855	3.3162492	3.833835	5.94190232	4.46318251	4.12543069	4.74917091	3.87603866	3.84504393
SLC7A8	1.42021289	2.64193131	2.592158	5.20053931	0.04200753	1.11519975	4.58179829	1.79843258	1.02896199
LEPROTL1	5.46938599	4.99104127	6.23201087	5.28287108	0.98152058	2.47270438	6.35431053	5.95792681	6.59310473
SLC39A14	2.29761068	3.54561542	1.71992766	2.13027195	2.98434077	0.71845296	2.25535453	0.0	0.0
HEBP2	3.57852904	5.19949474	5.75556633	3.71609298	3.70290935	4.12594722	6.04367824	2.410998	0.40780593
CLEC5A	1.37235516	0.10113778	3.57798458	0.84010612	2.76649879	0.0071955	0.33950523	6.35320255	0.0
ARHGAP8	2.0973098	3.85233183	3.86922794	4.93611965	0.01889309	3.83238372	6.17703367	0.0	0.1294662
SLC39A6	3.85618539	4.58637874	5.09443439	8.19376592	2.76099508	5.01124589	5.27642462	3.56129398	4.21096892
ASF1A	4.01411614	4.88040566	4.91582459	4.19501824	3.47761846	1.92441665	4.79937981	3.88608802	3.8999812
EGFL6	0.15380534	0.0071955	0.85166761	0.02882629	0.0	0.0	0.0	0.0	0.0
TIPARP	5.53601959	5.77065288	6.87981541	6.77898984	7.12401789	5.30321756	4.77941224	5.11305122	3.55677
KRT23	3.59802059	3.4381344	5.47979545	2.36033874	0.0	0.19219417	0.66682988	0.02856915	0.12579802
RAI14	1.42079035	4.60852766	3.34092417	3.64551303	0.00392927	2.49024921	0.62247698	0.99772026	0.26637012
HSPB8	2.09109531	4.76153857	4.16161158	8.2619436	0.07910654	2.75800107	1.35559833	2.38521304	0.02305817
PCOLCE2	0.34279853	2.15827547	1.88104803	0.08356926	0.0	0.0	0.0	0.0	0.0
ZBTB32	1.45793194	0.0	0.60899216	0.13952903	0.25371428	0.04846871	0.0	0.0	0.01831765
LAMP3	2.63749433	2.04747191	3.0332794	0.04557005	3.19813694	0.0	0.0	5.48896482	2.28720959
SLC43A3	5.05655256	3.03168086	5.18485453	2.0020642	5.6606507	2.98299357	0.0	6.26972219	5.39698526
BLNK	7.92331263	5.61698636	4.92381894	4.68821088	7.97436766	0.0721058	5.33863719	4.92702313	5.94188881
ABT1	4.88671562	5.40261012	4.91861553	5.08277612	5.44825525	4.43798782	4.00706526	1.26682598	3.71662515
ICOS	2.3124681	0.44562582	4.86870695	0.66902677	0.06099063	0.02266372	0.0	0.22456026	4.9392527
CD209	0.592158	0.01978662	0.01569627	0.00039341	0.0	0.0	0.0	2.88423801	2.04555946
G0S2	4.31867837	0.3724215	4.35631894	1.57526832	3.95025631	1.70358063	0.0	6.3985862	0.0
IL21R	4.85649667	0.1180116	2.33834955	0.37153352	5.08798351	0.0	0.0	3.42915784	2.05040495
IL22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TRAT1	2.90980739	1.98939855	4.84886844	1.13081109	0.03113851	0.52523368	0.0	5.75727595	5.02746372
HEBP1	1.77760758	3.93714258	3.28804035	6.36824929	3.8559897	2.89756314	4.69223639	3.12162621	2.44699136
MED31	5.46567135	7.54857607	5.17363545	4.58769775	6.86702596	6.34333379	5.48258289	6.01525951	5.94020591
PI15	0.55739258	0.35372656	4.00828561	7.41172744	0.00327513	3.83251031	0.0	0.0	0.00320243
SLC25A37	4.43477118	5.27703716	6.57354426	4.51763647	4.03782147	4.21483717	5.86301921	4.97754506	0.16492927
NGRN	5.84336028	9.8483666	5.37362899	5.39267649	4.70755993	8.92291636	4.86393046	3.5397139	4.32345014
MS4A4A	3.29564432	0.40909994	0.8573542	0.59879828	3.88210944	2.07695808	0.0	8.27608276	2.98337368
FZR1	2.23222218	1.70655686	1.10177635	1.41845984	0.44842045	1.44449039	1.89423885	0.22780592	0.0
KLRF1	0.12739745	0.2102701	0.04542752	0.03229323	0.0	0.0	0.0	0.0	0.0
LIMA1	6.12652011	5.91614107	6.56225255	6.33937226	5.86739107	6.17858186	7.55791944	5.08808802	4.43147439
C9orf156	3.9783264	3.39982213	4.11172766	4.08154106	4.15491014	4.65606727	4.38938917	3.9682363	5.07586536
NLK	4.97246291	3.35587543	2.01344745	1.83080846	3.65815954	4.33264827	3.24400315	0.88423801	5.6615406
CDK12	3.25989119	6.06465296	3.16801077	3.45000549	2.82495296	5.73646958	4.13426069	2.35688514	2.4871433
SYT17	1.94485845	2.85551517	0.38883649	1.25354927	2.74719207	3.24412594	3.05876338	0.0	0.0
SIX4	0.84627839	5.17709202	2.39082879	3.49772848	0.0	3.4341834	3.18340967	0.00983746	1.0127673
BCL11A	5.94454475	1.45880694	4.16193666	3.04669741	6.69855946	0.01554514	3.03468716	4.6742406	6.40952294
NUDT9	2.67654145	5.12641441	3.44649752	4.00357771	4.11186596	3.09775124	4.53607296	2.4993256	5.34238091
S1PR5	0.00873274	0.0	0.0018321	0.0	0.0	0.0	0.0	0.0	0.04652986
KRT20	0.15380534	7.10432917	1.02845193	1.82863158	0.01824571	3.29437568	0.0	0.0	0.0
LRRN3	0.12951854	0.01741293	2.42107262	2.67835878	0.0	2.42961596	0.61048671	0.0	0.0
AHI1	5.43052424	5.6672028	6.43930997	5.46993628	6.25326733	5.34044358	6.97041024	4.37533215	6.472226
SYTL2	3.53285126	2.41889669	3.59894289	6.66322298	1.49033674	3.87557531	4.22533962	1.28532434	2.97575245
LIME1	1.22661862	0.76432189	1.5189663	0.04734802	1.28472948	0.46597446	0.06394822	0.0	3.05311134
NEIL3	4.0120099	1.12747606	1.83225781	0.07885821	3.35831953	0.15542543	1.46239013	0.0	0.02856915
PHF10	3.75898458	4.56839409	4.64932645	3.86890223	4.77708492	4.88652983	4.3296676	4.54837172	0.03640565
QRSL1	4.5602564	4.79884052	3.1116585	2.5544549	5.00599194	1.3950628	3.57494138	1.87495224	0.80368627
CPPED1	2.25921867	2.36637218	3.19627837	2.95168951	2.76948325	2.30024577	2.68090506	0.27249474	2.51096192
GIMAP5	3.46258991	0.67269473	4.34508736	3.03626354	0.0	3.01873802	0.0	5.75650365	6.05822027
TRPV6	1.41828634	1.67053823	4.04900973	1.58736499	0.28419106	0.02088737	3.96292212	0.0	0.0
SMPD3	0.50788523	0.37666083	0.33158804	1.94035471	0.0	1.43962314	1.47366124	0.0	5.69184431
CDKN2AIP	4.02439567	4.90574514	4.1796606	3.77416889	4.81130755	3.0688141	2.39736135	1.57174067	4.61559286
PRR5	0.02578817	0.25959532	0.5660818	0.24930742	0.0	0.48241808	0.14573004	0.23814323	1.1681428
THUMPD1	6.46893818	7.17913897	6.78211601	7.01675967	5.89533567	4.74247787	7.08369034	6.81362595	7.13867
SMEK1	7.06481204	4.98521849	6.31965965	5.67303212	7.57063887	4.82798835	4.59063292	4.7341534	6.16094707
RCOR3	4.48536932	4.54246443	5.50646792	4.50896446	7.44972268	3.79999389	4.89169356	3.70580334	2.61784699
IL26	0.00642627	0.0	0.81625459	0.0	0.0	0.0	0.0	0.0	0.0
DOK5	0.28434491	0.44713834	2.08618697	0.0	0.0	0.03151283	0.0	3.00274989	0.03952836
PMEPA1	2.82251165	3.97555595	4.21870839	2.76422261	0.86033081	3.66580963	2.42574516	2.32177622	3.79111947
CYSLTR2	0.17426944	0.0	0.0	0.00693447	0.0	0.0	0.0	1.24488706	0.0
NUP107	5.92345059	5.51670558	5.57045958	5.89777507	6.25130595	4.0625319	6.12088835	3.67925784	5.59643826
SLC24A3	0.08746284	0.38325994	1.39790883	0.47130572	0.0	0.0	0.05635977	0.0	0.0
PPM1H	2.29640496	4.38031057	3.24557634	3.55090066	1.12583141	2.64443315	3.56140498	0.83486022	0.01038202
MICAL3	2.98751578	2.82039781	2.83481847	1.74861736	4.19799402	1.37943613	1.68170316	2.20608383	0.21895334
SIPA1L2	0.28624751	2.38121744	3.88096147	2.62433489	2.22958792	1.69599381	2.49420912	2.42817061	1.86085247
KIAA1467	3.5354087	4.90443822	4.33865686	7.5682346	2.57344063	2.37862722	5.68901954	0.46961183	3.81511996
PRX	0.01307936	0.20759542	0.14969772	0.32935848	0.0	0.0	0.00534203	0.0045487	0.0
DNASE2B	0.0	0.04064198	0.0	2.01944314	0.0	0.0	0.0	0.0	0.0
SIGIRR	0.80411258	2.67237146	4.26037922	3.82904692	0.21299372	1.38887834	4.37518521	0.06313959	0.28227505
HRH4	0.0051433	0.00411611	0.00612441	0.0	0.0	0.0	0.0	0.0	0.0
BACH2	4.4373419	0.82936636	2.08284183	0.59593759	3.69958192	4.059723	1.08186738	0.0	1.35614381
FAM111A	5.83724046	3.67320642	5.7143108	6.20008448	4.60050765	2.86203805	7.06776916	6.86788996	6.53771884
C19orf33	0.32953369	4.24512256	2.64389445	7.20237052	0.0	2.53915881	5.05703095	0.0	0.36674962
TINAGL1	0.35090131	1.99613045	2.60504111	1.41796909	0.01824571	1.79632087	2.62809624	0.02856915	0.0
CARD9	0.09568335	0.0	0.28007041	0.44755515	2.4228446	0.0	1.93776962	0.71924109	0.0
MS4A6A	4.61445746	0.51601515	4.93430275	0.64540822	7.20797713	1.0128666	0.0	10.19406735	8.08688223
TPSB2	0.26367832	0.0	0.01490761	0.19900839	0.0	2.668365	0.0	0.0	0.0
NDST4	0.76538319	6.95770736	0.04132819	2.37193897	0.01565326	4.78544157	0.0	0.0	0.02463488
BCL11B	0.87788445	0.55698405	2.06771097	0.23399958	0.01695007	0.05311134	0.71241828	0.49569516	0.58121732
SLC30A5	4.18755003	4.56179163	4.26561841	4.94294949	3.67986391	3.44078613	4.03185903	3.12945656	5.13271392
SLC26A6	2.76086724	1.65502465	2.60017248	2.44165248	0.0279261	2.0688141	1.68893835	4.11830726	0.40961722
ZNF747	0.3401553	1.03445051	0.96367849	1.52747985	0.01240614	0.03386345	1.06883721	0.12293423	0.04108719
DDX50	4.54692752	3.18665902	4.71698483	4.50232481	3.78431362	1.84682758	4.24397858	4.25994639	4.35845097
MLPH	4.72734676	6.74191956	5.99729615	7.47808492	1.23293978	7.15472952	7.53077885	2.64834434	0.0
C1orf116	1.92593162	3.83108099	4.37827785	1.3454996	0.02212566	0.52940452	0.00927781	0.02110563	0.02226916
FCRL2	4.65172828	0.03159684	3.18489397	1.05323774	7.15726884	0.0	0.0	0.0	0.0
LRRC31	2.81802517	0.87296943	4.34514227	1.99835964	0.49010331	0.12983251	1.11544142	0.0	0.95523013
TCTN2	0.68658056	1.14109019	1.39318255	2.18407828	0.03434379	1.49888909	2.74089275	0.56816015	0.31807577
THSD4	0.15704371	1.72309043	0.95630315	3.44381157	0.0026207	0.0	1.71490134	0.0	0.0
TCEAL4	5.2369299	5.37176627	5.9096193	8.26860707	3.23621428	5.27217875	5.3920293	3.98923464	1.56613863
MYO15B	2.01995602	2.38825515	2.07065499	3.72703923	5.3953277	3.52136488	0.26768077	0.00303406	4.39612904
APOL3	4.27621748	2.7781585	3.13374879	1.87105508	2.18528993	2.65477922	0.02925338	5.44674378	4.58636444
COLEC12	0.03838601	0.00685367	1.03682873	0.44196629	0.0	0.04555946	0.0995667	2.83624308	0.0
LMAN2L	3.37722293	3.93586381	3.01088862	2.33620547	2.97502981	0.01554514	4.50922589	4.25163937	0.0071955
CRISPLD2	1.36896785	1.37507254	4.85877235	2.61310298	0.01435529	0.59931779	0.80349371	3.58768081	0.01910882
NCALD	3.82256628	5.67809203	4.20000848	4.1217539	3.40146912	4.7938092	2.09123574	4.46005274	5.15693139
PPP1R1B	2.13808891	8.8151797	5.80988198	5.31668224	0.01889309	7.84983511	9.33478688	1.95390235	2.2685342
ATP13A4	1.52024263	1.87437543	4.07473345	0.07263593	0.15174076	0.66486205	0.00371829	0.0	0.0
ZNF528	4.22822775	4.28624751	3.61393534	3.17880154	3.0551641	4.56427654	2.72806094	3.31492545	2.34372365
PPAPDC1B	4.65153353	6.49304721	5.24633039	8.50583753	6.15411845	6.57646545	6.2984839	3.7297531	1.49966875
PARD6B	4.04963077	6.61078582	5.49385678	8.2435873	2.99934408	4.63248635	7.26505693	0.05658353	3.42745719
TXNDC17	7.70394311	10.73492288	7.57637681	8.10347189	6.7642202	8.6041671	8.76520802	7.7784161	6.52783318
TCEAL3	1.39123745	1.87512474	2.56302326	4.84711772	1.39256722	0.0	1.88733659	2.81977573	0.0
ANKRD30A	0.5000736	3.27777226	2.10118201	6.85748004	0.0	4.10234319	7.51372632	0.0	0.0
LRP5L	1.20778132	1.35533851	3.5769096	2.58716857	0.0	0.71112776	0.33987298	2.13646772	6.03426708
OSBPL10	4.63807384	4.27631941	3.12423673	3.80300154	5.05046212	3.7322692	4.09675425	0.78329122	1.97839904
KIR3DL3	0.00360224	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
