0,1,2,3,4,5
ENSG00000278813,AC006133.1,unprocessed_pseudogene,39726030,39726775,19
ENSG00000251381,LINC00958,lincRNA,12961842,12989548,11
ENSG00000248365,POU5F1P7,processed_pseudogene,98119191,98119731,3
ENSG00000135312,HTR1B,protein_coding,77461753,77463773,6
ENSG00000231842,AC020559.1,lincRNA,126177193,126202239,6
ENSG00000253798,AC008694.1,transcribed_unprocessed_pseudogene,157682985,157690878,5
ENSG00000213439,OR5AC1,polymorphic_pseudogene,98064472,98065396,3
ENSG00000117724,CENPF,protein_coding,214603195,214664588,1
ENSG00000213753,CENPBD1P1,transcribed_processed_pseudogene,58573503,58599801,19
ENSG00000166183,ASPG,protein_coding,104085679,104115581,14
ENSG00000276466,AC008984.4,transcribed_unprocessed_pseudogene,54328223,54329236,CHR_HSCHR19_4_CTG3_1
ENSG00000244019,RPS2P24,processed_pseudogene,77545397,77546266,5
ENSG00000116996,ZP4,protein_coding,237877864,237890922,1
ENSG00000127837,AAMP,protein_coding,218264123,218270257,2
ENSG00000248821,AC009238.3,unprocessed_pseudogene,95413456,95414296,2
ENSG00000258559,AC005519.2,sense_overlapping,74289127,74294425,14
ENSG00000146457,WTAP,protein_coding,159725585,159756319,6
ENSG00000234519,AL109924.3,lincRNA,169067818,169069424,6
ENSG00000197826,C4orf22,protein_coding,80335720,80963756,4
ENSG00000254824,AP003461.1,processed_pseudogene,103409580,103409657,11
ENSG00000235815,AL136099.1,lincRNA,168716606,168723495,6
ENSG00000259093,AL137191.1,lincRNA,63123033,63128214,14
ENSG00000279133,AC018628.1,TEC,62003700,62007518,17
ENSG00000267611,AC008521.1,processed_pseudogene,33051515,33051701,19
ENSG00000105198,LGALS13,protein_coding,39602501,39607476,19
ENSG00000215819,KRT18P12,processed_pseudogene,214532195,214533467,1
ENSG00000228470,AL929236.1,sense_overlapping,214344172,214357615,1
ENSG00000251391,AC113378.1,lincRNA,66298468,66322944,5
ENSG00000244593,AC025062.1,processed_pseudogene,18383274,18383917,8
ENSG00000225194,LINC00092,lincRNA,96019732,96027965,9
ENSG00000275246,TLCD2,protein_coding,1702790,1710438,CHR_HSCHR17_1_CTG2
ENSG00000282137,OR4G3P,unprocessed_pseudogene,94062,94974,19
ENSG00000236785,SDR42E1P5,processed_pseudogene,102411243,102412108,2
ENSG00000178715,AL450998.1,processed_pseudogene,15828232,15828669,1
ENSG00000112096,SOD2,protein_coding,159669057,159762529,6
ENSG00000273579,C22orf15,protein_coding,23764087,23765861,CHR_HSCHR22_1_CTG7
ENSG00000175773,AP002986.1,lincRNA,130314993,130403657,11
ENSG00000255358,AC019227.1,processed_pseudogene,130285023,130285833,11
ENSG00000255220,DDX18P5,processed_pseudogene,130295641,130296946,11
ENSG00000255207,AL133399.1,processed_pseudogene,33450646,33450943,11
ENSG00000243581,RPS29P25,processed_pseudogene,39590981,39591151,19
ENSG00000197734,C14orf178,protein_coding,77760830,77769742,14
ENSG00000226193,AL049548.1,antisense_RNA,152402398,152404966,6
ENSG00000255199,GTF2IP11,unprocessed_pseudogene,50100892,50102898,11
ENSG00000160932,LY6E,protein_coding,143017982,143023832,8
ENSG00000228170,AL031963.1,antisense_RNA,3138394,3153062,6
ENSG00000188185,LINC00265,lincRNA,39733632,39793092,7
ENSG00000227729,RD3L,protein_coding,103940426,103942308,14
ENSG00000165283,STOML2,protein_coding,35099776,35103195,9
ENSG00000251048,AC093871.1,lincRNA,18488062,18489508,4
ENSG00000251144,AC113346.1,lincRNA,174820027,174826324,5
ENSG00000278790,DUX4L12,unprocessed_pseudogene,133749950,133751216,10
ENSG00000237635,DUX4L29,unprocessed_pseudogene,133740606,133741284,10
ENSG00000276964,DUX4L23,unprocessed_pseudogene,133673749,133675017,10
ENSG00000263766,AC025682.1,antisense_RNA,47603860,47649420,17
ENSG00000254472,OR4A49P,unprocessed_pseudogene,49915013,49915644,11
ENSG00000279423,AL445363.3,TEC,34541044,34541714,14
ENSG00000279626,DUX4L28,unprocessed_pseudogene,133664429,133665106,10
ENSG00000279059,AC007485.2,TEC,54956760,54958426,17
ENSG00000134470,IL15RA,protein_coding,5943639,5978187,10
ENSG00000083520,DIS3,protein_coding,72752169,72782096,13
ENSG00000236137,AL445231.1,antisense_RNA,117025482,117059490,1
ENSG00000206440,NFKBIL1,protein_coding,31537129,31549080,CHR_HSCHR6_MHC_QBL_CTG1
ENSG00000109099,PMP22,protein_coding,15229777,15265326,17
ENSG00000133606,MKRN1,protein_coding,140453040,140479569,7
ENSG00000075891,PAX2,protein_coding,100735603,100829941,10
ENSG00000234057,LINC02569,processed_transcript,30594716,30597667,CHR_HSCHR6_MHC_MCF_CTG1
ENSG00000224417,AL606970.1,sense_intronic,168298069,168302114,6
ENSG00000115290,GRB14,protein_coding,164492812,164621848,2
ENSG00000236946,HNRNPA1P70,processed_pseudogene,68035767,68036853,12
ENSG00000250162,CSNK1A1P3,processed_pseudogene,98833382,98833711,5
ENSG00000230468,CLUHP5,unprocessed_pseudogene,133657235,133660635,10
ENSG00000223602,AC125634.1,unprocessed_pseudogene,64878790,64889063,9
ENSG00000103154,NECAB2,protein_coding,83968632,84002776,16
ENSG00000176783,RUFY1,protein_coding,179550558,179610026,5
ENSG00000255550,AP006587.5,unprocessed_pseudogene,49854080,49859402,11
ENSG00000147647,DPYS,protein_coding,104330324,104467053,8
ENSG00000234406,AC004129.2,processed_pseudogene,25185623,25188724,7
ENSG00000236534,H3F3BP1,processed_pseudogene,71675067,71675469,13
ENSG00000254011,AC011333.1,sense_intronic,174173101,174181814,5
ENSG00000145736,GTF2H2,protein_coding,71032670,71067689,5
ENSG00000273154,AL121845.3,protein_coding,63708864,63739103,20
ENSG00000274512,TBC1D3L,protein_coding,37977972,37989048,17
ENSG00000259620,AC016987.1,antisense_RNA,86938797,86988426,15
ENSG00000255268,AC130364.2,unprocessed_pseudogene,49824839,49826724,11
ENSG00000032389,EIPR1,protein_coding,3188925,3377882,2
ENSG00000141985,SH3GL1,protein_coding,4360370,4400547,19
ENSG00000253728,AC083841.3,antisense_RNA,142834138,142834940,8
ENSG00000197980,LEKR1,protein_coding,156825481,157046129,3
ENSG00000277869,AL773524.1,processed_pseudogene,64498517,64498745,9
ENSG00000271615,ACTG1P22,transcribed_processed_pseudogene,57755428,57766052,2
ENSG00000185056,C5orf47,protein_coding,173973779,174006140,5
ENSG00000233256,AL355870.1,antisense_RNA,13415202,13423133,10
ENSG00000234790,NUTF2P4,processed_pseudogene,112748095,112748475,1
ENSG00000133657,ATP13A3,protein_coding,194402672,194498364,3
ENSG00000145794,MEGF10,protein_coding,127290831,127465737,5
ENSG00000179520,SLC17A8,protein_coding,100357079,100422059,12
ENSG00000087116,ADAMTS2,protein_coding,179110851,179345430,5
ENSG00000167617,CDC42EP5,protein_coding,54465026,54473264,19
ENSG00000132950,ZMYM5,protein_coding,19823482,19863636,13
ENSG00000197329,PELI1,protein_coding,64092652,64144454,2
ENSG00000254496,CBX3P8,processed_pseudogene,49406190,49406714,11
ENSG00000274501,AL121845.4,antisense_RNA,63730072,63730377,20
ENSG00000272321,AP003355.2,antisense_RNA,98436669,98439290,8
ENSG00000156486,KCNS2,protein_coding,98427022,98432848,8
ENSG00000140320,BAHD1,protein_coding,40439721,40468242,15
ENSG00000233854,POU6F2-AS2,antisense_RNA,38984243,39013551,7
ENSG00000177054,ZDHHC13,protein_coding,19117099,19176422,11
ENSG00000278441,AC126915.3,processed_pseudogene,178842028,178842235,5
ENSG00000228530,AL445687.1,processed_pseudogene,199876978,199877558,1
ENSG00000234114,CCHCR1,protein_coding,31134989,31150760,CHR_HSCHR6_MHC_COX_CTG1
ENSG00000049283,EPN3,protein_coding,50532543,50543750,17
ENSG00000259417,CTXND1,protein_coding,80195484,80252213,15
ENSG00000143061,IGSF3,protein_coding,116574399,116667755,1
ENSG00000227405,ZDHHC20P2,processed_pseudogene,31374124,31374550,CHR_HSCHR6_MHC_SSTO_CTG1
ENSG00000163564,PYHIN1,protein_coding,158930796,158977054,1
ENSG00000250587,HPRT1P2,processed_pseudogene,30248350,30248893,5
ENSG00000051523,CYBA,protein_coding,88643283,88651152,16
ENSG00000250221,KRT8P32,processed_pseudogene,98392070,98393530,5
ENSG00000249257,AC097473.1,processed_pseudogene,108773613,108774020,4
ENSG00000249436,AC008780.2,lincRNA,57614389,57617431,5
ENSG00000250308,SALL4P1,processed_pseudogene,57422464,57424391,5
ENSG00000273319,AC058791.1,lincRNA,130936464,130939661,7
ENSG00000272720,AL022322.1,lincRNA,38090127,38091559,22
ENSG00000280056,AC097520.1,TEC,92260367,92260751,4
ENSG00000216813,AL358178.1,processed_pseudogene,47562622,47563018,6
ENSG00000258338,AC090680.2,lincRNA,83171590,83172740,12
ENSG00000100938,GMPR2,protein_coding,24232422,24239242,14
ENSG00000249226,SUCLG2P4,processed_pseudogene,29001760,29003357,5
ENSG00000254211,LINC01485,lincRNA,173786790,173809039,5
ENSG00000254743,OR10V3P,unprocessed_pseudogene,59741325,59742049,11
ENSG00000253686,LINC01484,lincRNA,173707614,173746211,5
ENSG00000233192,HLA-DQA2,protein_coding,32781927,32787758,CHR_HSCHR6_MHC_APD_CTG1
ENSG00000253892,AC022915.3,lincRNA,48657260,48658894,8
ENSG00000226400,AC010385.1,processed_pseudogene,28927029,28927284,5
ENSG00000167434,CA4,protein_coding,60149936,60170899,17
ENSG00000269741,AC011473.4,protein_coding,50996018,51009581,19
ENSG00000267416,AC025048.4,lincRNA,60079309,60088695,17
ENSG00000261040,WFDC21P,processed_transcript,60083566,60091885,17
ENSG00000086065,CHMP5,protein_coding,33264879,33282069,9
ENSG00000112208,BAG2,protein_coding,57172326,57189833,6
ENSG00000164050,PLXNB1,protein_coding,48403854,48430051,3
ENSG00000129455,KLK8,protein_coding,50996007,51002711,19
ENSG00000267879,AC011483.1,antisense_RNA,50968210,51012129,19
ENSG00000224131,CR318637.1,processed_pseudogene,31420428,31421029,CHR_HSCHR6_MHC_MANN_CTG1
ENSG00000187840,EIF4EBP1,protein_coding,38030341,38060365,8
ENSG00000154975,CA10,protein_coding,51630313,52160017,17
ENSG00000240505,TNFRSF13B,protein_coding,16929816,16972118,17
ENSG00000251566,HMGB1P35,processed_pseudogene,77146568,77147165,5
ENSG00000128438,TBC1D27P,transcribed_unprocessed_pseudogene,16922915,16934839,17
ENSG00000254164,AC008663.3,lincRNA,173574938,173576275,5
ENSG00000260306,AC092375.2,lincRNA,21794095,21795759,16
ENSG00000117713,ARID1A,protein_coding,26693236,26782104,1
ENSG00000080224,EPHA6,protein_coding,96814581,97752460,3
ENSG00000230571,AC113347.1,processed_pseudogene,26669346,26669736,5
ENSG00000179104,TMTC2,protein_coding,82686880,83134870,12
ENSG00000248426,AC113347.2,processed_pseudogene,26669711,26669989,5
ENSG00000279881,AC041040.2,TEC,48428143,48431041,8
ENSG00000229247,AL627313.1,processed_pseudogene,26640377,26640614,1
ENSG00000234042,AL591438.2,processed_pseudogene,63703065,63703755,9
ENSG00000267475,AC008736.1,lincRNA,32687089,32691750,19
ENSG00000187653,TMSB4XP8,processed_pseudogene,90838903,90839037,4
ENSG00000176200,OR4D11,protein_coding,59503576,59504511,11
ENSG00000167749,KLK4,protein_coding,50906352,50910738,19
ENSG00000279419,AC004925.1,TEC,124742312,124745017,7
ENSG00000181322,NME9,protein_coding,138261437,138329886,3
ENSG00000276841,AL445264.1,unprocessed_pseudogene,70564267,70564437,13
ENSG00000254466,OR4D10,protein_coding,59473315,59479361,11
ENSG00000260997,AC004847.1,sense_overlapping,44958999,44960909,7
ENSG00000273520,SPDYE8P,transcribed_unprocessed_pseudogene,73020338,73029766,7
ENSG00000259165,DDX18P1,processed_pseudogene,69083398,69085389,14
ENSG00000256037,MRPL40P1,processed_pseudogene,67351436,67352039,12
ENSG00000260916,CCPG1,protein_coding,55340032,55408510,15
ENSG00000267375,AC008649.2,antisense_RNA,38683873,38693606,19
ENSG00000148702,HABP2,protein_coding,113550837,113589602,10
ENSG00000126091,ST3GAL3,protein_coding,43705824,43931165,1
ENSG00000137976,DNASE2B,protein_coding,84398532,84415018,1
ENSG00000233674,AL451062.2,processed_pseudogene,43743471,43743741,1
ENSG00000248544,AC008676.1,antisense_RNA,157375741,157384950,5
ENSG00000123201,GUCY1B2,transcribed_unitary_pseudogene,50994511,51080862,13
ENSG00000261771,DNAAF4-CCPG1,processed_transcript,55355248,55498360,15
ENSG00000276533,AC018926.2,sense_intronic,55288849,55289346,15
ENSG00000118520,ARG1,protein_coding,131573144,131584332,6
ENSG00000278075,AC114341.1,lincRNA,79900555,79900903,18
ENSG00000231442,LARP1BP1,processed_pseudogene,63350114,63351472,4
ENSG00000269791,SSX4B,protein_coding,48402078,48411910,X
ENSG00000135424,ITGA7,protein_coding,55684568,55716043,12
ENSG00000131263,RLIM,protein_coding,74585217,74614617,X
ENSG00000068615,REEP1,protein_coding,86213993,86338083,2
ENSG00000248156,BTG4P1,processed_pseudogene,24786842,24787024,5
ENSG00000226284,ARPC3P1,processed_pseudogene,49134480,49135012,20
ENSG00000123096,SSPN,protein_coding,26121991,26299290,12
ENSG00000135452,TSPAN31,protein_coding,57738013,57750211,12
ENSG00000276790,AC068234.2,antisense_RNA,47279526,47280047,17
ENSG00000255737,AGAP2-AS1,antisense_RNA,57726271,57728356,12
ENSG00000234216,HNRNPA1P2,processed_pseudogene,32392216,32393175,CHR_HSCHR6_MHC_APD_CTG1
ENSG00000155066,PROM2,protein_coding,95274453,95291308,2
ENSG00000272462,U91328.2,lincRNA,25992662,26001775,6
ENSG00000138768,USO1,protein_coding,75724593,75814286,4
ENSG00000112343,TRIM38,protein_coding,25962802,25991226,6
ENSG00000231595,AC005224.1,lincRNA,14210488,14217922,17
ENSG00000224640,SRSF1P1,processed_pseudogene,69408216,69408735,13
ENSG00000223450,AL590632.1,processed_pseudogene,180000438,180000808,1
ENSG00000100151,PICK1,protein_coding,38056311,38075701,22
ENSG00000133816,MICAL2,protein_coding,12094008,12263789,11
ENSG00000237534,LINC00383,lincRNA,69222346,69292154,13
ENSG00000271287,BCRP9,processed_pseudogene,67790407,67790794,13
ENSG00000235524,MTCO1P23,processed_pseudogene,69591406,69592931,10
ENSG00000231855,AL161935.2,unprocessed_pseudogene,31628540,31628599,10
ENSG00000160305,DIP2A,protein_coding,46458899,46569852,21
ENSG00000205328,OR6C65,protein_coding,55400430,55401505,12
ENSG00000157625,TAB3,protein_coding,30827442,30975084,X
ENSG00000248362,AC011352.1,antisense_RNA,147886086,147886878,5
ENSG00000136866,ZFP37,protein_coding,113038380,113056759,9
ENSG00000163328,GPR155,protein_coding,174431571,174487094,2
ENSG00000256238,SUPT16HP1,processed_pseudogene,16399274,16402406,12
ENSG00000256564,AC007552.2,antisense_RNA,16567411,16573940,12
ENSG00000079462,PAFAH1B3,protein_coding,42297033,42303546,19
ENSG00000232816,HLA-K,unprocessed_pseudogene,29917230,29920003,CHR_HSCHR6_MHC_MANN_CTG1
ENSG00000233852,AC005304.1,lincRNA,13932720,13940594,17
ENSG00000181894,ZNF329,protein_coding,58126252,58155110,19
ENSG00000174226,SNX31,protein_coding,100572882,100663415,8
ENSG00000117707,PROX1,protein_coding,213983181,214041502,1
ENSG00000205312,KRT17P4,transcribed_unprocessed_pseudogene,16847635,16852777,17
ENSG00000277443,MARCKS,protein_coding,113857362,113863471,6
ENSG00000112053,SLC26A8,protein_coding,35943514,36024868,6
ENSG00000267279,AC090409.1,lincRNA,61585746,61606916,18
ENSG00000260440,LINC01544,lincRNA,61748176,61756646,18
ENSG00000180279,LINC01869,lincRNA,50808874,50818880,19
ENSG00000250651,PABPC1P7,processed_pseudogene,102896725,102898237,4
ENSG00000280318,AC027309.3,TEC,172609094,172609444,5
ENSG00000164105,SAP30,protein_coding,173369969,173377532,4
ENSG00000168488,ATXN2L,protein_coding,28823035,28837237,16
ENSG00000261488,AC128688.2,antisense_RNA,112133423,112135359,3
ENSG00000277587,AC008759.3,lincRNA,9721903,9722410,19
ENSG00000130540,SULT4A1,protein_coding,43824509,43862503,22
ENSG00000237275,AL450023.3,processed_pseudogene,52687363,52687633,X
ENSG00000113249,HAVCR1,protein_coding,157029413,157059119,5
ENSG00000231084,AL136133.1,processed_pseudogene,185171335,185171710,1
ENSG00000057468,MSH4,protein_coding,75796882,75913238,1
ENSG00000275866,AC016991.1,processed_pseudogene,8517364,8517748,Y
ENSG00000281803,AC136352.10,lincRNA,21368518,21370717,CHR_HSCHR15_1_CTG1
ENSG00000101109,STK4,protein_coding,44966474,45079959,20
ENSG00000167459,LINC00905,processed_transcript,16031307,16042116,19
ENSG00000282107,TMEM255B,protein_coding,113760262,113760337,CHR_HSCHR13_1_CTG5
ENSG00000135698,MPHOSPH6,protein_coding,82147798,82170226,16
ENSG00000258989,AL355916.3,protein_coding,61529128,61657964,14
ENSG00000230781,Z83820.1,unitary_pseudogene,84973217,84977829,X
ENSG00000276429,PLCH2,protein_coding,2467459,2505530,CHR_HSCHR1_1_CTG3
ENSG00000272823,AL445423.1,lincRNA,220828676,220829211,1
ENSG00000213091,PHBP1,processed_pseudogene,150042546,150043353,6
ENSG00000254636,ARMS2,protein_coding,122454653,122457352,10
ENSG00000219314,AL034372.1,processed_pseudogene,17381367,17382120,6
ENSG00000196581,AJAP1,protein_coding,4654732,4792534,1
ENSG00000166484,MAPK7,protein_coding,19377721,19383544,17
ENSG00000280607,AC009133.5,processed_transcript,29808679,29812227,16
ENSG00000101236,RNF24,protein_coding,3927309,4015582,20
ENSG00000250493,AP004147.1,antisense_RNA,120867933,120894797,11
ENSG00000114670,NEK11,protein_coding,131026850,131350465,3
ENSG00000216966,AL353747.1,processed_pseudogene,167208631,167208897,6
ENSG00000246082,NUDT16P1,transcribed_unitary_pseudogene,131361898,131365122,3
ENSG00000122515,ZMIZ2,protein_coding,44748581,44769881,7
ENSG00000224752,VN1R21P,unitary_pseudogene,14089107,14089871,3
ENSG00000280082,AF246928.1,TEC,15346652,15346738,21
ENSG00000178074,C2orf69,protein_coding,199911256,199955935,2
ENSG00000276087,AC008073.3,protein_coding,24124366,24190436,2
ENSG00000205269,TMEM170B,protein_coding,11538278,11583524,6
ENSG00000110148,CCKBR,protein_coding,6259736,6272127,11
ENSG00000251542,LINC01957,lincRNA,114576041,114579970,5
ENSG00000246316,AC010230.1,antisense_RNA,114488997,114668410,5
ENSG00000226208,AL513285.1,lincRNA,70715933,70720289,1
ENSG00000148400,NOTCH1,protein_coding,136494444,136545862,9
ENSG00000242753,AL445430.2,lincRNA,11487226,11515710,6
ENSG00000218020,THAP12P5,transcribed_processed_pseudogene,11514192,11516466,6
ENSG00000105223,PLD3,protein_coding,40348456,40380439,19
ENSG00000279048,AC080080.1,TEC,17940503,17942922,7
ENSG00000154839,SKA1,protein_coding,50374995,50394173,18
ENSG00000233020,AL354872.1,processed_pseudogene,70530526,70531492,1
ENSG00000279277,AC012020.1,TEC,108036718,108038445,3
ENSG00000271992,AL354872.2,lincRNA,70445071,70445536,1
ENSG00000134198,TSPAN2,protein_coding,115048011,115089500,1
ENSG00000255333,AP000435.1,processed_pseudogene,58354004,58354499,11
ENSG00000270395,MREGP1,processed_pseudogene,31254361,31254445,12
ENSG00000256079,AC092451.2,processed_pseudogene,25435581,25436238,12
ENSG00000272642,AP003121.1,lincRNA,127190769,127223449,11
ENSG00000230442,AC006333.1,antisense_RNA,123584859,123624957,7
ENSG00000197786,OR5B17,protein_coding,58358124,58359069,11
ENSG00000273409,AP003481.1,lincRNA,127271029,127337033,11
ENSG00000140365,COMMD4,protein_coding,75335891,75343224,15
ENSG00000269466,AC233724.13,processed_pseudogene,17655129,17655538,5
ENSG00000274832,AC233724.15,processed_pseudogene,17669283,17669518,5
ENSG00000254591,AP003532.1,processed_pseudogene,127657568,127657877,11
ENSG00000213540,AL359504.1,processed_pseudogene,84085741,84086233,1
ENSG00000233499,OR5B1P,unprocessed_pseudogene,58365836,58366763,11
ENSG00000275097,AC024940.5,3prime_overlapping_ncRNA,31280422,31280895,12
ENSG00000146809,ASB15,protein_coding,123567010,123639481,7
ENSG00000256176,AC024940.3,processed_pseudogene,31311617,31312029,12
ENSG00000277767,AL442128.2,lincRNA,110916004,110917827,13
ENSG00000241469,LINC00635,lincRNA,107840228,107882000,3
ENSG00000250715,AC233724.11,processed_pseudogene,17670168,17670571,5
ENSG00000236325,AC005300.1,processed_pseudogene,17192936,17193308,22
ENSG00000139146,SINHCAF,protein_coding,31280584,31327058,12
ENSG00000254612,AP001000.1,processed_pseudogene,127940913,127941654,11
ENSG00000273408,OR5B15P,unprocessed_pseudogene,58387583,58388486,11
ENSG00000093072,ADA2,protein_coding,17178790,17221989,22
ENSG00000273415,AP000904.1,lincRNA,128180427,128183554,11
ENSG00000142875,PRKACB,protein_coding,84078062,84238498,1
ENSG00000172331,BPGM,protein_coding,134646808,134679813,7
ENSG00000216324,AL049697.2,processed_pseudogene,87425795,87426088,6
ENSG00000272575,LINC02098,lincRNA,128208829,128241441,11
ENSG00000218698,ST13P16,processed_pseudogene,87444395,87445175,6
ENSG00000256742,AC145422.1,lincRNA,121580792,121593504,12
ENSG00000218793,AL049697.3,processed_pseudogene,87441165,87442146,6
ENSG00000264028,RN7SL744P,misc_RNA,54344610,54344876,12
ENSG00000207696,MIR659,miRNA,37847678,37847774,22
ENSG00000266109,MIR4440,miRNA,239068817,239068914,2
ENSG00000207978,MIR154,miRNA,101059755,101059838,14
ENSG00000207813,MIR605,miRNA,51299573,51299655,10
ENSG00000211575,MIR760,miRNA,93846832,93846911,1
ENSG00000222452,RN7SKP59,misc_RNA,78165465,78165778,9
ENSG00000252046,RNU6-150P,snRNA,20993474,20993568,6
ENSG00000222416,RNA5SP274,rRNA,93441277,93441384,8
ENSG00000277005,AC006449.4,protein_coding,38528620,38528985,CHR_HSCHR17_7_CTG4
ENSG00000274716,U4,snRNA,179492076,179492157,5
ENSG00000271254,AC240274.1,protein_coding,4612,29626,KI270711.1
ENSG00000212319,Y_RNA,misc_RNA,101628310,101628406,3
ENSG00000207512,Y_RNA,misc_RNA,38505480,38505581,3
ENSG00000284147,MIR3150B,miRNA,95072911,95072996,8
ENSG00000201549,Y_RNA,misc_RNA,7784403,7784511,12
ENSG00000199151,MIR337,miRNA,100874493,100874585,14
ENSG00000280494,MIR7641-2,miRNA,75604209,75604261,14
ENSG00000274733,CR933783.3,protein_coding,29064147,29076673,CHR_HSCHR6_MHC_MCF_CTG1
ENSG00000200550,RNU6-137P,snRNA,42712740,42712847,2
ENSG00000252211,RNA5SP473,rRNA,58363438,58363562,19
ENSG00000202144,Y_RNA,misc_RNA,19376774,19376875,X
ENSG00000253090,SNORA73,snoRNA,107985659,107985773,6
ENSG00000199986,RNU6-486P,snRNA,180581057,180581163,3
ENSG00000265849,SNORD117,snoRNA,31603330,31603405,CHR_HSCHR6_MHC_APD_CTG1
ENSG00000278028,Y_RNA,misc_RNA,41672295,41672406,9
ENSG00000283618,Clostridiales-1,sRNA,30115845,30115994,7
ENSG00000252053,RNU6-1101P,snRNA,194533503,194533583,3
ENSG00000251934,RNU6-1143P,snRNA,3714772,3714875,11
ENSG00000201145,RNA5SP175,rRNA,190017696,190017814,4
ENSG00000202309,Y_RNA,misc_RNA,39128826,39128927,2
ENSG00000283160,MIR4521,miRNA,8186945,8187004,17
ENSG00000207629,MIR526A1,miRNA,53706252,53706336,19
ENSG00000252985,SNORD116,snoRNA,126426893,126426970,9
ENSG00000221411,MIR1227,miRNA,2234062,2234149,19
ENSG00000202070,RNU6-1175P,snRNA,70075363,70075469,11
ENSG00000284353,MIR142,miRNA,58331232,58331318,17
ENSG00000212451,RNU11-4P,snRNA,126671522,126671654,8
ENSG00000206775,SNORD37,snoRNA,3982507,3982572,19
ENSG00000238516,Y_RNA,misc_RNA,28834722,28834822,17
ENSG00000274168,RN7SL585P,misc_RNA,94699223,94699502,13
ENSG00000244732,RN7SL870P,misc_RNA,47560229,47560524,3
ENSG00000201567,RNA5SP510,rRNA,95582064,95582162,X
ENSG00000253072,snoMBII-202,snoRNA,15481808,15481893,11
ENSG00000202124,RNY4P3,misc_RNA,50098264,50098358,16
ENSG00000276197,pRNA,misc_RNA,105287,105376,GL000220.1
ENSG00000200566,RNU5F-7P,snRNA,15916189,15916303,X
ENSG00000238578,SNORD4A,snoRNA,28722582,28722653,17
ENSG00000276886,GREM1,protein_coding,32798311,32814964,CHR_HSCHR15_4_CTG8
ENSG00000252107,RNA5SP220,rRNA,140158591,140158694,6
ENSG00000252045,SNORA33,snoRNA,32538299,32538434,21
ENSG00000200114,RNA5SP123,rRNA,12511095,12511213,3
ENSG00000252882,RNU6-1137P,snRNA,43395993,43396091,17
ENSG00000206785,SNORA15B-2,snoRNA,65760052,65760186,7
ENSG00000201071,Y_RNA,misc_RNA,64111458,64111569,15
ENSG00000201675,SNORD32A,snoRNA,49489965,49490048,19
ENSG00000222496,RN7SKP200,misc_RNA,206221315,206221634,2
ENSG00000201916,Y_RNA,misc_RNA,20481158,20481268,22
ENSG00000212373,RNA5SP171,rRNA,166918364,166918478,4
ENSG00000240439,RN7SL91P,misc_RNA,25060649,25060939,X
ENSG00000199015,MIR377,miRNA,101062050,101062118,14
ENSG00000265902,MIR4696,miRNA,74720268,74720337,11
ENSG00000199968,SNORD115-19,snoRNA,25204357,25204438,15
ENSG00000223136,RN7SKP207,misc_RNA,29948828,29949130,5
ENSG00000212458,SNORA48,snoRNA,1118884,1119013,4
ENSG00000252864,RNA5SP278,rRNA,140940562,140940663,8
ENSG00000207220,RNU1-57P,snRNA,113949917,113950082,X
ENSG00000209702,SNORD41,snoRNA,12706449,12706518,19
ENSG00000200041,Y_RNA,misc_RNA,75181520,75181621,9
ENSG00000199809,RNA5SP374,rRNA,118829681,118829805,12
ENSG00000201736,RNA5SP160,rRNA,40990154,40990273,4
ENSG00000240347,RN7SL35P,misc_RNA,80318253,80318544,7
ENSG00000207097,RNU6-614P,snRNA,13047583,13047689,21
ENSG00000201988,Y_RNA,misc_RNA,30736304,30736414,6
ENSG00000238542,RNU7-104P,snRNA,178831371,178831449,2
ENSG00000274484,Y_RNA,misc_RNA,7474394,7474494,21
ENSG00000207000,RNU6-820P,snRNA,68935873,68935979,9
ENSG00000281394,SCARNA4,scaRNA,155925958,155926086,1
ENSG00000207149,RNU6-465P,snRNA,120126974,120127074,1
ENSG00000207797,MIR187,miRNA,35904818,35904926,18
ENSG00000264621,MIR5591,miRNA,39411910,39411974,4
ENSG00000206975,RNU6-13P,snRNA,56917084,56917190,8
ENSG00000202183,SNORA4,snoRNA,82561201,82561347,X
ENSG00000207295,RNU6-851P,snRNA,38884560,38884666,2
ENSG00000201009,SNORD46,snoRNA,132753023,132753126,7
ENSG00000275634,PART1_2,misc_RNA,60488078,60488327,5
ENSG00000206695,RNU6-442P,snRNA,125900951,125901054,8
ENSG00000253049,SNORA43,snoRNA,3102913,3103015,3
ENSG00000275877,5_8S_rRNA,rRNA,30484925,30485076,20
ENSG00000252101,RNU6-758P,snRNA,75286712,75286800,16
ENSG00000277469,HOTTIP_3,misc_RNA,27202302,27202638,7
ENSG00000263869,U6,snRNA,32301118,32301224,CHR_HSCHR6_MHC_COX_CTG1
ENSG00000200571,RNU6-1284P,snRNA,136430084,136430183,3
ENSG00000264313,RN7SL644P,misc_RNA,92659044,92659302,10
ENSG00000207763,MIR617,miRNA,80832533,80832629,12
ENSG00000264110,MIR4300,miRNA,81890741,81890836,11
ENSG00000265738,Y_RNA,misc_RNA,31739567,31739680,CHR_HSCHR6_MHC_MCF_CTG1
ENSG00000278034,MIR6731,miRNA,24919345,24919416,1
ENSG00000241550,RN7SL41P,misc_RNA,80204606,80204902,8
ENSG00000270722,U1,snRNA,145465617,145465780,1
